"REGN,N,4,0","CODE,C,5","SIM_R,N,16,0","SIM_V,N,16,0","SIM_ITOGO,N,16,0"
1,26410,115179,0,115179
1,26411,433854,11048,444902
1,26412,168005,9324,177329
1,27000,222514,11487,234001
1,27100,4879,1467,6346
1,27101,72,1467,1539
1,27102,23,0,23
1,27103,4784,0,4784
1,27200,148968,5517,154485
1,27201,100,134,234
1,27202,1550,900,2450
1,27203,147318,4483,151801
1,27300,68667,4503,73170
1,27301,2127,404,2531
1,27302,0,0,0
1,27303,25,10,35
1,27304,343,3415,3758
1,27305,4950,0,4950
1,27306,16244,630,16874
1,27307,1,0,1
1,27308,44977,44,45021
1,28000,0,,0
1,28100,0,,0
1,28101,0,,0
1,31003,,,9
1,31004,,,4049913
1,31005,,,5098819
1,32003,,,1
1,32004,,,14714
1,32005,,,0
1,33001,,,9134018
1,33002,,,0
21,10000,752478,4452,756930
21,10001,190169,4395,194564
21,10002,561463,45,561508
21,10003,846,12,858
21,11000,57071,333,57404
21,11100,57070,254,57324
21,11101,0,0,0
21,11102,0,0,0
21,11103,0,0,0
21,11104,0,0,0
21,11105,0,0,0
21,11106,0,0,0
21,11107,0,0,0
21,11108,0,0,0
21,11109,0,0,0
21,11110,0,0,0
21,11111,0,0,0
21,11112,38362,0,38362
21,11113,0,0,0
21,11114,1732,0,1732
21,11115,16315,254,16569
21,11116,0,0,0
21,11117,0,0,0
21,11118,661,0,661
21,11119,0,0,0
21,11200,0,0,0
21,11201,0,0,0
21,11202,0,0,0
21,11203,0,0,0
21,11204,0,0,0
21,11205,0,0,0
21,11206,0,0,0
21,11207,0,0,0
21,11208,0,0,0
21,11209,0,0,0
21,11210,0,0,0
21,11211,0,0,0
21,11212,0,0,0
21,11213,0,0,0
21,11214,0,0,0
21,11215,0,0,0
21,11216,0,0,0
21,11217,0,0,0
21,11300,1,79,80
21,11301,0,0,0
21,11302,1,1,2
21,11303,0,78,78
21,11400,0,0,0
21,11401,0,0,0
21,11402,0,0,0
21,11403,0,0,0
21,11500,0,0,0
21,11501,0,0,0
21,11502,0,0,0
21,11503,0,0,0
21,11504,0,0,0
21,11505,0,0,0
21,11506,0,0,0
21,11507,0,0,0
21,11508,0,0,0
21,11600,0,0,0
21,11601,0,0,0
21,11602,0,0,0
21,11603,0,0,0
21,11604,0,0,0
21,11605,0,0,0
21,11606,0,0,0
21,11607,0,0,0
21,11608,0,0,0
21,12000,133098,4062,137160
21,12100,32658,4062,36720
21,12101,1642,0,1642
21,12102,31016,4062,35078
21,12200,100095,,100095
21,12201,100095,,100095
21,12300,117,0,117
21,12301,117,0,117
21,12400,228,0,228
21,12401,0,,0
21,12402,0,0,0
21,12403,0,,0
21,12404,187,0,187
21,12405,0,0,0
21,12406,41,0,41
21,13000,0,0,0
21,13100,0,,0
21,13101,0,,0
21,13102,0,,0
21,13103,0,,0
21,13104,0,,0
21,13105,0,,0
21,13106,0,,0
21,13107,0,,0
21,13108,0,,0
21,13200,0,0,0
21,13201,0,0,0
21,14000,0,0,0
21,14100,0,0,0
21,14101,0,0,0
21,14102,0,0,0
21,14103,0,0,0
21,14104,0,0,0
21,14200,0,0,0
21,14201,0,0,0
21,14202,0,0,0
21,14203,0,0,0
21,14204,0,0,0
21,14300,0,0,0
21,14301,0,0,0
21,14302,0,0,0
21,14303,0,0,0
21,14304,0,0,0
21,14400,0,0,0
21,14401,0,0,0
21,14402,0,0,0
21,14403,0,0,0
21,14404,0,0,0
21,15000,8370,,8370
21,15100,8370,,8370
21,15101,0,,0
21,15102,8370,,8370
21,15103,0,,0
21,15200,0,,0
21,15201,0,,0
21,15202,0,,0
21,15203,0,,0
21,15204,0,,0
21,16000,553093,45,553138
21,16100,0,0,0
21,16101,0,0,0
21,16102,0,0,0
21,16103,0,0,0
21,16104,0,0,0
21,16105,0,0,0
21,16200,1991,0,1991
21,16201,6,0,6
21,16202,0,0,0
21,16203,1985,0,1985
21,16300,551102,45,551147
21,16301,0,0,0
21,16302,0,,0
21,16303,0,,0
21,16304,0,0,0
21,16305,551055,,551055
21,16306,47,45,92
21,17000,846,12,858
21,17100,413,0,413
21,17101,405,0,405
21,17102,0,0,0
21,17103,8,0,8
21,17200,135,12,147
21,17201,48,0,48
21,17202,87,1,88
21,17203,0,11,11
21,17300,298,0,298
21,17301,7,0,7
21,17302,63,0,63
21,17303,0,0,0
21,17304,2,0,2
21,17305,0,0,0
21,17306,226,0,226
21,20000,741986,1514,743500
21,20001,35098,28,35126
21,20002,706301,1480,707781
21,20003,587,6,593
21,21000,10727,28,10755
21,21100,457,0,457
21,21101,0,0,0
21,21102,457,0,457
21,21103,0,0,0
21,21104,0,0,0
21,21200,0,0,0
21,21201,0,0,0
21,21202,0,0,0
21,21203,0,0,0
21,21204,0,0,0
21,21205,0,0,0
21,21206,0,0,0
21,21207,0,0,0
21,21208,0,0,0
21,21209,0,0,0
21,21210,0,0,0
21,21211,0,0,0
21,21212,0,0,0
21,21213,0,0,0
21,21214,0,0,0
21,21300,2209,0,2209
21,21301,0,0,0
21,21302,0,0,0
21,21303,0,0,0
21,21304,0,0,0
21,21305,0,0,0
21,21306,0,0,0
21,21307,0,0,0
21,21308,0,0,0
21,21309,0,0,0
21,21310,0,0,0
21,21311,59,0,59
21,21312,2150,0,2150
21,21313,0,0,0
21,21314,0,0,0
21,21315,0,0,0
21,21316,0,0,0
21,21317,0,0,0
21,21400,0,0,0
21,21401,0,0,0
21,21402,0,0,0
21,21403,0,0,0
21,21404,0,0,0
21,21405,0,0,0
21,21406,0,0,0
21,21407,0,0,0
21,21408,0,0,0
21,21409,0,0,0
21,21410,0,0,0
21,21411,0,0,0
21,21412,0,0,0
21,21413,0,0,0
21,21414,0,0,0
21,21415,0,0,0
21,21416,0,0,0
21,21417,0,0,0
21,21500,0,0,0
21,21501,0,0,0
21,21502,0,0,0
21,21600,7907,28,7935
21,21601,7907,28,7935
21,21602,0,0,0
21,21700,0,0,0
21,21701,0,0,0
21,21702,0,0,0
21,21800,154,0,154
21,21801,0,0,0
21,21802,0,0,0
21,21803,0,0,0
21,21804,154,0,154
21,22000,24371,0,24371
21,22100,24371,,24371
21,22101,24371,,24371
21,22200,0,0,0
21,22201,0,,0
21,22202,0,0,0
21,22203,0,,0
21,23000,0,0,0
21,23100,0,0,0
21,23101,0,,0
21,23102,0,,0
21,23103,0,,0
21,23104,0,,0
21,23105,0,,0
21,23106,0,,0
21,23107,0,,0
21,23108,0,,0
21,23109,0,0,0
21,23200,0,0,0
21,23201,0,0,0
21,24000,8451,,8451
21,24100,8451,,8451
21,24101,0,,0
21,24102,8451,,8451
21,24103,0,,0
21,24200,0,,0
21,24201,0,,0
21,24202,0,,0
21,24203,0,,0
21,24204,0,,0
21,25000,614663,1389,616052
21,25100,0,0,0
21,25101,0,0,0
21,25102,0,0,0
21,25103,0,0,0
21,25104,0,0,0
21,25105,0,0,0
21,25200,749,1389,2138
21,25201,117,58,175
21,25202,513,1331,1844
21,25203,0,0,0
21,25204,0,0,0
21,25205,102,0,102
21,25206,17,0,17
21,25300,613914,0,613914
21,25301,0,0,0
21,25302,611296,,611296
21,25303,2618,0,2618
21,26000,83187,91,83278
21,26100,53310,0,53310
21,26101,43996,0,43996
21,26102,8387,0,8387
21,26103,0,0,0
21,26104,927,0,927
21,26200,1833,,1833
21,26201,1833,,1833
21,26202,0,,0
21,26203,0,,0
21,26300,15122,0,15122
21,26301,742,0,742
21,26302,1365,0,1365
21,26303,11118,0,11118
21,26304,1044,0,1044
21,26305,822,,822
21,26306,0,,0
21,26307,31,,31
21,26400,12922,91,13013
21,26401,278,0,278
21,26402,487,0,487
21,26403,4635,0,4635
21,26404,2084,0,2084
21,26405,61,0,61
21,26406,1427,91,1518
21,26407,3,0,3
21,26408,360,0,360
21,26409,38,0,38
21,26410,69,0,69
21,26411,3148,0,3148
21,26412,332,0,332
21,27000,587,6,593
21,27100,75,0,75
21,27101,0,0,0
21,27102,55,0,55
21,27103,20,0,20
21,27200,19,6,25
21,27201,18,0,18
21,27202,0,0,0
21,27203,1,6,7
21,27300,493,0,493
21,27301,0,0,0
21,27302,0,0,0
21,27303,0,0,0
21,27304,0,0,0
21,27305,0,0,0
21,27306,0,0,0
21,27307,0,0,0
21,27308,493,0,493
21,28000,0,,0
21,28100,0,,0
21,28101,0,,0
21,31003,,,0
21,31004,,,0
21,31005,,,13430
21,32003,,,0
21,32004,,,0
21,32005,,,0
21,33001,,,13430
21,33002,,,0
23,10000,2655899,32582,2688481
23,10001,1436289,18214,1454503
23,10002,842125,3752,845877
23,10003,377485,10616,388101
23,11000,1230833,8882,1239715
23,11100,1185609,7846,1193455
23,11106,106,0,106
23,11111,11530,0,11530
23,11112,665103,3062,668165
23,11113,242421,0,242421
23,11114,7582,0,7582
23,11115,254898,8,254906
23,11118,3969,1641,5610
23,11119,0,3135,3135
23,11300,156,155,311
23,11302,156,17,173
23,11303,0,138,138
23,11400,49,0,49
23,11402,49,0,49
23,11500,21712,881,22593
23,11501,2248,126,2374
23,11502,4654,0,4654
23,11505,14810,0,14810
23,11508,0,755,755
23,11600,23307,0,23307
23,11603,23307,0,23307
23,12000,205456,9332,214788
23,12100,163545,9327,172872
23,12101,16051,101,16152
23,12102,147494,9226,156720
23,12200,39372,,39372
23,12201,39372,,39372
23,12300,1983,5,1988
23,12301,1983,5,1988
23,12400,556,0,556
23,12402,19,0,19
23,12404,537,0,537
23,13000,13549,,13549
23,13100,13549,,13549
23,13101,6,,6
23,13102,46,,46
23,13104,13127,,13127
23,13105,370,,370
23,14000,7971,0,7971
23,14100,7971,0,7971
23,14102,7971,0,7971
23,15000,430647,,430647
23,15100,430647,,430647
23,15102,430647,,430647
23,16000,389958,3752,393710
23,16200,188130,3752,191882
23,16202,342,0,342
23,16203,187788,3752,191540
23,16300,201828,0,201828
23,16301,8980,0,8980
23,16302,10225,,10225
23,16305,181441,,181441
23,16306,1182,0,1182
23,17000,377485,10616,388101
23,17100,1541,0,1541
23,17101,1529,0,1529
23,17102,12,0,12
23,17200,2010,58,2068
23,17201,1851,58,1909
23,17202,47,0,47
23,17203,112,0,112
23,17300,373934,10558,384492
23,17301,1,0,1
23,17302,41,0,41
23,17304,7,0,7
23,17305,23,0,23
23,17306,373862,10558,384420
23,20000,2515350,34945,2550295
23,20001,781876,13653,795529
23,20002,1357568,10395,1367963
23,20003,375906,10897,386803
23,21000,772627,13653,786280
23,21100,10219,101,10320
23,21101,358,0,358
23,21102,9861,101,9962
23,21200,7170,0,7170
23,21206,119,0,119
23,21207,4,0,4
23,21208,3700,0,3700
23,21209,206,0,206
23,21210,3141,0,3141
23,21300,29624,2275,31899
23,21307,1595,0,1595
23,21308,1174,0,1174
23,21311,4206,0,4206
23,21312,21323,1274,22597
23,21313,844,0,844
23,21314,0,1001,1001
23,21315,482,0,482
23,21400,5095,0,5095
23,21412,5095,0,5095
23,21500,32574,46,32620
23,21501,32574,46,32620
23,21600,609609,11231,620840
23,21601,607451,11195,618646
23,21602,2158,36,2194
23,21800,78336,0,78336
23,21801,55529,0,55529
23,21804,22807,0,22807
23,22000,9249,,9249
23,22100,9227,,9227
23,22101,9227,,9227
23,22200,22,,22
23,22201,22,,22
23,23000,419,0,419
23,23100,150,,150
23,23101,6,,6
23,23102,46,,46
23,23104,21,,21
23,23105,77,,77
23,23200,269,0,269
23,23201,269,0,269
23,24000,429541,,429541
23,24100,429541,,429541
23,24102,429541,,429541
23,25000,367488,5077,372565
23,25200,40936,5033,45969
23,25202,39840,5033,44873
23,25203,40,0,40
23,25205,1,0,1
23,25206,1055,0,1055
23,25300,326552,44,326596
23,25302,316236,,316236
23,25303,10316,44,10360
23,26000,560120,5318,565438
23,26100,270346,3600,273946
23,26101,217713,3334,221047
23,26102,45320,266,45586
23,26104,7313,0,7313
23,26200,43608,,43608
23,26201,43608,,43608
23,26300,119510,886,120396
23,26301,30394,19,30413
23,26302,23990,132,24122
23,26303,38407,735,39142
23,26304,5247,0,5247
23,26305,20899,,20899
23,26307,573,,573
23,26400,126656,832,127488
23,26401,622,1,623
23,26402,4396,0,4396
23,26403,12437,0,12437
23,26404,17136,291,17427
23,26405,1642,7,1649
23,26406,10578,90,10668
23,26408,1460,388,1848
23,26410,32474,27,32501
23,26411,45580,19,45599
23,26412,331,9,340
23,27000,375906,10897,386803
23,27100,69,0,69
23,27103,69,0,69
23,27200,136,4,140
23,27201,40,0,40
23,27202,79,4,83
23,27203,17,0,17
23,27300,375701,10893,386594
23,27305,1080,0,1080
23,27308,374621,10893,385514
23,31003,,,8
23,31004,,,143845
23,32005,,,5659
23,33001,,,138186
23,33002,,,0
52,10000,994813,56635,1051448
52,10001,532540,9210,541750
52,10002,458907,47403,506310
52,10003,3366,22,3388
52,11000,260513,5557,266070
52,11100,256366,2850,259216
52,11101,0,0,0
52,11102,0,0,0
52,11103,0,0,0
52,11104,0,0,0
52,11105,0,0,0
52,11106,0,0,0
52,11107,0,0,0
52,11108,0,0,0
52,11109,0,0,0
52,11110,0,0,0
52,11111,7650,0,7650
52,11112,108207,0,108207
52,11113,0,0,0
52,11114,0,0,0
52,11115,127258,2035,129293
52,11116,0,0,0
52,11117,0,0,0
52,11118,13251,815,14066
52,11119,0,0,0
52,11200,0,0,0
52,11201,0,0,0
52,11202,0,0,0
52,11203,0,0,0
52,11204,0,0,0
52,11205,0,0,0
52,11206,0,0,0
52,11207,0,0,0
52,11208,0,0,0
52,11209,0,0,0
52,11210,0,0,0
52,11211,0,0,0
52,11212,0,0,0
52,11213,0,0,0
52,11214,0,0,0
52,11215,0,0,0
52,11216,0,0,0
52,11217,0,0,0
52,11300,3474,2108,5582
52,11301,0,0,0
52,11302,3474,121,3595
52,11303,0,1987,1987
52,11400,0,599,599
52,11401,0,0,0
52,11402,0,599,599
52,11403,0,0,0
52,11500,0,0,0
52,11501,0,0,0
52,11502,0,0,0
52,11503,0,0,0
52,11504,0,0,0
52,11505,0,0,0
52,11506,0,0,0
52,11507,0,0,0
52,11508,0,0,0
52,11600,673,0,673
52,11601,0,0,0
52,11602,0,0,0
52,11603,237,0,237
52,11604,436,0,436
52,11605,0,0,0
52,11606,0,0,0
52,11607,0,0,0
52,11608,0,0,0
52,12000,272027,3653,275680
52,12100,121786,3653,125439
52,12101,12689,196,12885
52,12102,109097,3457,112554
52,12200,146455,,146455
52,12201,146455,,146455
52,12300,1151,0,1151
52,12301,1151,0,1151
52,12400,2635,0,2635
52,12401,0,,0
52,12402,0,0,0
52,12403,0,,0
52,12404,2635,0,2635
52,12405,0,0,0
52,12406,0,0,0
52,13000,2318,0,2318
52,13100,2318,,2318
52,13101,0,,0
52,13102,0,,0
52,13103,0,,0
52,13104,0,,0
52,13105,2318,,2318
52,13106,0,,0
52,13107,0,,0
52,13108,0,,0
52,13200,0,0,0
52,13201,0,0,0
52,14000,296,0,296
52,14100,296,0,296
52,14101,296,0,296
52,14102,0,0,0
52,14103,0,0,0
52,14104,0,0,0
52,14200,0,0,0
52,14201,0,0,0
52,14202,0,0,0
52,14203,0,0,0
52,14204,0,0,0
52,14300,0,0,0
52,14301,0,0,0
52,14302,0,0,0
52,14303,0,0,0
52,14304,0,0,0
52,14400,0,0,0
52,14401,0,0,0
52,14402,0,0,0
52,14403,0,0,0
52,14404,0,0,0
52,15000,141971,,141971
52,15100,141971,,141971
52,15101,0,,0
52,15102,141971,,141971
52,15103,0,,0
52,15200,0,,0
52,15201,0,,0
52,15202,0,,0
52,15203,0,,0
52,15204,0,,0
52,16000,314322,47403,361725
52,16100,0,0,0
52,16101,0,0,0
52,16102,0,0,0
52,16103,0,0,0
52,16104,0,0,0
52,16105,0,0,0
52,16200,64889,47403,112292
52,16201,0,47262,47262
52,16202,0,0,0
52,16203,64889,141,65030
52,16300,249433,0,249433
52,16301,10,0,10
52,16302,428,,428
52,16303,0,,0
52,16304,2394,0,2394
52,16305,244647,,244647
52,16306,1954,0,1954
52,17000,3366,22,3388
52,17100,1829,22,1851
52,17101,1714,22,1736
52,17102,115,0,115
52,17103,0,0,0
52,17200,1126,0,1126
52,17201,1113,0,1113
52,17202,0,0,0
52,17203,13,0,13
52,17300,411,0,411
52,17301,0,0,0
52,17302,0,0,0
52,17303,0,0,0
52,17304,1,0,1
52,17305,177,0,177
52,17306,233,0,233
52,20000,931463,15523,946986
52,20001,202821,5287,208108
52,20002,723618,10236,733854
52,20003,5024,0,5024
52,21000,98024,5287,103311
52,21100,90,136,226
52,21101,0,0,0
52,21102,90,136,226
52,21103,0,0,0
52,21104,0,0,0
52,21200,1490,0,1490
52,21201,0,0,0
52,21202,0,0,0
52,21203,0,0,0
52,21204,0,0,0
52,21205,380,0,380
52,21206,0,0,0
52,21207,71,0,71
52,21208,1039,0,1039
52,21209,0,0,0
52,21210,0,0,0
52,21211,0,0,0
52,21212,0,0,0
52,21213,0,0,0
52,21214,0,0,0
52,21300,5101,0,5101
52,21301,0,0,0
52,21302,0,0,0
52,21303,0,0,0
52,21304,0,0,0
52,21305,0,0,0
52,21306,0,0,0
52,21307,0,0,0
52,21308,0,0,0
52,21309,0,0,0
52,21310,0,0,0
52,21311,2154,0,2154
52,21312,2355,0,2355
52,21313,592,0,592
52,21314,0,0,0
52,21315,0,0,0
52,21316,0,0,0
52,21317,0,0,0
52,21400,0,0,0
52,21401,0,0,0
52,21402,0,0,0
52,21403,0,0,0
52,21404,0,0,0
52,21405,0,0,0
52,21406,0,0,0
52,21407,0,0,0
52,21408,0,0,0
52,21409,0,0,0
52,21410,0,0,0
52,21411,0,0,0
52,21412,0,0,0
52,21413,0,0,0
52,21414,0,0,0
52,21415,0,0,0
52,21416,0,0,0
52,21417,0,0,0
52,21500,0,0,0
52,21501,0,0,0
52,21502,0,0,0
52,21600,68044,5151,73195
52,21601,50086,5050,55136
52,21602,17958,101,18059
52,21700,0,0,0
52,21701,0,0,0
52,21702,0,0,0
52,21800,23299,0,23299
52,21801,0,0,0
52,21802,0,0,0
52,21803,0,0,0
52,21804,23299,0,23299
52,22000,104797,0,104797
52,22100,104797,,104797
52,22101,104797,,104797
52,22200,0,0,0
52,22201,0,,0
52,22202,0,0,0
52,22203,0,,0
52,23000,2512,0,2512
52,23100,2512,0,2512
52,23101,0,,0
52,23102,0,,0
52,23103,0,,0
52,23104,2510,,2510
52,23105,2,,2
52,23106,0,,0
52,23107,0,,0
52,23108,0,,0
52,23109,0,0,0
52,23200,0,0,0
52,23201,0,0,0
52,24000,147234,,147234
52,24100,147234,,147234
52,24101,12906,,12906
52,24102,134328,,134328
52,24103,0,,0
52,24200,0,,0
52,24201,0,,0
52,24202,0,,0
52,24203,0,,0
52,24204,0,,0
52,25000,295768,10083,305851
52,25100,0,0,0
52,25101,0,0,0
52,25102,0,0,0
52,25103,0,0,0
52,25104,0,0,0
52,25105,0,0,0
52,25200,13307,10083,23390
52,25201,788,0,788
52,25202,7814,8410,16224
52,25203,1727,1582,3309
52,25204,0,0,0
52,25205,20,0,20
52,25206,2958,91,3049
52,25300,282461,0,282461
52,25301,30421,0,30421
52,25302,252040,,252040
52,25303,0,0,0
52,26000,278104,153,278257
52,26100,156374,0,156374
52,26101,135726,0,135726
52,26102,20639,0,20639
52,26103,0,0,0
52,26104,9,0,9
52,26200,6840,,6840
52,26201,6840,,6840
52,26202,0,,0
52,26203,0,,0
52,26300,72980,0,72980
52,26301,1760,0,1760
52,26302,7781,0,7781
52,26303,52881,0,52881
52,26304,1035,0,1035
52,26305,9458,,9458
52,26306,0,,0
52,26307,65,,65
52,26400,41910,153,42063
52,26401,58,0,58
52,26402,170,0,170
52,26403,7587,0,7587
52,26404,3518,0,3518
52,26405,471,0,471
52,26406,4602,153,4755
52,26407,0,0,0
52,26408,560,0,560
52,26409,140,0,140
52,26410,724,0,724
52,26411,15319,0,15319
52,26412,8761,0,8761
